epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,164.971,1.15561,1.06583,1.18073,0.72546,0.66667,0.70696,0.39759,1.53919,1.19467,1.54479,0.0016238,0.0016238,0.0016238
40,168.994,1.23067,0.96475,1.29122,0.73165,0.63618,0.71608,0.40658,1.41958,1.15175,1.43775,0.0016139,0.0016139,0.0016139
41,173.083,1.15642,0.94839,1.23188,0.73291,0.64848,0.69984,0.41232,1.44077,1.17192,1.46485,0.001604,0.001604,0.001604
42,177.125,1.16033,0.89964,1.20687,0.6526,0.69449,0.715,0.42436,1.44479,1.13838,1.43012,0.0015941,0.0015941,0.0015941
43,181.159,1.14945,0.87976,1.19563,0.75322,0.58788,0.69822,0.40631,1.50784,1.25788,1.52616,0.0015842,0.0015842,0.0015842
44,185.285,1.18523,0.88457,1.21809,0.73883,0.70296,0.73718,0.43066,1.42759,1.17242,1.47458,0.0015743,0.0015743,0.0015743
45,189.343,1.16846,0.91849,1.21196,0.75924,0.62121,0.68981,0.38486,1.51335,1.26159,1.49293,0.0015644,0.0015644,0.0015644
46,193.49,1.1677,0.89822,1.19784,0.73693,0.61515,0.70292,0.41111,1.45713,1.24402,1.46655,0.0015545,0.0015545,0.0015545
47,197.792,1.10827,0.8651,1.17771,0.73563,0.61515,0.69924,0.41333,1.50491,1.21887,1.53253,0.0015446,0.0015446,0.0015446
48,201.851,1.1016,0.82814,1.17705,0.78768,0.61831,0.74151,0.42188,1.47902,1.12686,1.49035,0.0015347,0.0015347,0.0015347
49,205.859,1.17712,0.92481,1.22678,0.74669,0.64314,0.7173,0.43264,1.45658,1.17105,1.47297,0.0015248,0.0015248,0.0015248
50,209.978,1.15103,0.9522,1.22674,0.82746,0.60909,0.75254,0.46357,1.40204,1.07158,1.40027,0.0015149,0.0015149,0.0015149
51,214.116,1.11959,0.83671,1.17305,0.80912,0.65758,0.75514,0.47949,1.36073,1.04446,1.3937,0.001505,0.001505,0.001505
52,218.358,1.07799,0.80781,1.15045,0.78469,0.64053,0.73871,0.46193,1.34476,1.09566,1.38325,0.0014951,0.0014951,0.0014951
53,222.385,1.08616,0.83608,1.15478,0.78459,0.59601,0.72489,0.43315,1.42524,1.19494,1.42855,0.0014852,0.0014852,0.0014852
54,226.474,1.09993,0.83637,1.18147,0.66683,0.69697,0.70134,0.41275,1.44833,1.14037,1.44102,0.0014753,0.0014753,0.0014753
55,230.691,1.14885,0.89989,1.19486,0.743,0.66583,0.70332,0.42011,1.36124,1.21329,1.44065,0.0014654,0.0014654,0.0014654
56,234.845,1.10022,0.81753,1.17144,0.7772,0.64483,0.7223,0.44428,1.41274,1.11639,1.48372,0.0014555,0.0014555,0.0014555
57,238.895,1.07747,0.81325,1.15315,0.77536,0.64242,0.72867,0.43998,1.44411,1.13404,1.43939,0.0014456,0.0014456,0.0014456
58,242.969,1.06857,0.83657,1.15655,0.81093,0.61085,0.73082,0.4364,1.50257,1.152,1.49915,0.0014357,0.0014357,0.0014357
59,247.048,1.0712,0.78643,1.1654,0.78736,0.63957,0.74589,0.44395,1.49137,1.08795,1.48789,0.0014258,0.0014258,0.0014258
60,251.106,1.03889,0.90846,1.1458,0.76547,0.59342,0.68238,0.41822,1.43517,1.19602,1.45039,0.0014159,0.0014159,0.0014159
61,255.142,1.04619,0.75327,1.13832,0.78771,0.64848,0.7365,0.43065,1.49001,1.15352,1.50754,0.001406,0.001406,0.001406
62,259.283,1.05974,0.77997,1.1382,0.75749,0.6697,0.75081,0.44406,1.46586,1.14313,1.47873,0.0013961,0.0013961,0.0013961
63,263.337,1.07119,0.78829,1.14562,0.83924,0.63279,0.73414,0.44027,1.44161,1.10699,1.43552,0.0013862,0.0013862,0.0013862
64,267.562,1.06577,0.83589,1.16767,0.72208,0.67879,0.73008,0.4375,1.4887,1.15964,1.50073,0.0013763,0.0013763,0.0013763
65,271.616,1.04557,0.80131,1.16147,0.74555,0.66591,0.73652,0.45549,1.39577,1.12388,1.44932,0.0013664,0.0013664,0.0013664
66,275.68,1.07536,0.80132,1.17586,0.76367,0.66588,0.72582,0.43281,1.4138,1.10408,1.46267,0.0013565,0.0013565,0.0013565
67,279.73,0.99627,0.72853,1.10915,0.8171,0.63333,0.74113,0.4466,1.42976,1.12129,1.4477,0.0013466,0.0013466,0.0013466
68,283.865,1.0588,0.77652,1.13624,0.80217,0.6758,0.73244,0.42756,1.4978,1.12749,1.5613,0.0013367,0.0013367,0.0013367
69,287.916,1.02633,0.72251,1.13805,0.75474,0.64848,0.72591,0.4343,1.48378,1.11921,1.49347,0.0013268,0.0013268,0.0013268
70,292.028,1.02586,0.72969,1.11632,0.80389,0.63352,0.76377,0.47815,1.39997,1.00506,1.42533,0.0013169,0.0013169,0.0013169
71,296.095,0.99314,0.711,1.10783,0.78734,0.66061,0.74072,0.43657,1.44428,1.13544,1.4703,0.001307,0.001307,0.001307
72,300.434,1.03539,0.74648,1.11996,0.80595,0.64188,0.71506,0.42021,1.50843,1.16621,1.4907,0.0012971,0.0012971,0.0012971
73,304.566,0.97989,0.67854,1.09599,0.7429,0.65758,0.71775,0.45229,1.41461,1.13381,1.46414,0.0012872,0.0012872,0.0012872
74,308.753,0.95626,0.69023,1.09437,0.86954,0.60303,0.73991,0.44363,1.41679,1.12363,1.46148,0.0012773,0.0012773,0.0012773
75,312.801,0.98164,0.70579,1.08476,0.75308,0.67467,0.72895,0.45389,1.42086,1.09738,1.465,0.0012674,0.0012674,0.0012674
76,316.923,0.9724,0.68901,1.08767,0.76042,0.59394,0.68092,0.42621,1.40725,1.21431,1.44168,0.0012575,0.0012575,0.0012575
77,320.997,0.98124,0.71157,1.09109,0.76371,0.63939,0.68576,0.42841,1.42022,1.18202,1.47013,0.0012476,0.0012476,0.0012476
78,325.148,0.97342,0.68051,1.08176,0.73382,0.65758,0.723,0.44756,1.4321,1.15619,1.49131,0.0012377,0.0012377,0.0012377
79,329.154,0.978,0.67399,1.10778,0.74687,0.63636,0.71888,0.44801,1.4385,1.10176,1.48839,0.0012278,0.0012278,0.0012278
80,333.396,0.94368,0.67974,1.08531,0.73793,0.66364,0.74141,0.46465,1.40089,1.08799,1.45047,0.0012179,0.0012179,0.0012179
81,337.421,0.9381,0.67944,1.07486,0.80705,0.62107,0.72013,0.43846,1.48604,1.191,1.52035,0.001208,0.001208,0.001208
