epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1048.93,0.73337,0.36827,0.00494,0.80576,0.68182,0.78378,0.5073,1.47508,1.39826,0.0144,0.0002081,0.0002081,0.0002081
183,1054.71,0.74397,0.39007,0.00575,0.83,0.68485,0.78097,0.50822,1.45308,1.37411,0.01427,0.0001982,0.0001982,0.0001982
184,1060.45,0.72585,0.38958,0.00519,0.83673,0.67273,0.77474,0.50869,1.46605,1.37955,0.01423,0.0001883,0.0001883,0.0001883
185,1066.09,0.73714,0.38023,0.00488,0.83118,0.68628,0.78558,0.51493,1.46156,1.38249,0.01402,0.0001784,0.0001784,0.0001784
186,1071.84,0.69476,0.35831,0.00509,0.80655,0.6949,0.78426,0.5181,1.4381,1.41223,0.01372,0.0001685,0.0001685,0.0001685
187,1077.61,0.72465,0.38138,0.00544,0.82933,0.68182,0.78189,0.51251,1.44251,1.43378,0.01386,0.0001586,0.0001586,0.0001586
188,1083.21,0.72254,0.39865,0.00489,0.81076,0.69091,0.77949,0.51764,1.43895,1.43917,0.01379,0.0001487,0.0001487,0.0001487
189,1088.95,0.72759,0.3962,0.00558,0.82819,0.67879,0.78003,0.51359,1.43822,1.39954,0.01378,0.0001388,0.0001388,0.0001388
190,1094.7,0.72185,0.37939,0.00569,0.82152,0.69091,0.78362,0.51454,1.4463,1.43012,0.01406,0.0001289,0.0001289,0.0001289
191,1101.64,0.62501,0.29701,0.0051,0.84972,0.66822,0.77782,0.50712,1.46772,1.35938,0.01414,0.000119,0.000119,0.000119
192,1107.37,0.67326,0.31371,0.00506,0.81357,0.66364,0.76001,0.49737,1.50841,1.3578,0.01451,0.0001091,0.0001091,0.0001091
193,1112.96,0.58431,0.24249,0.00469,0.88992,0.63636,0.7625,0.49742,1.52058,1.3769,0.01465,9.92e-05,9.92e-05,9.92e-05
194,1118.85,0.60071,0.3005,0.00469,0.89732,0.64242,0.76333,0.50493,1.5147,1.35685,0.0146,8.93e-05,8.93e-05,8.93e-05
195,1124.35,0.63085,0.30222,0.00465,0.87657,0.64545,0.76623,0.50668,1.51333,1.34123,0.01456,7.94e-05,7.94e-05,7.94e-05
196,1129.97,0.61524,0.34168,0.00471,0.88613,0.6603,0.77613,0.50948,1.49971,1.31049,0.01445,6.95e-05,6.95e-05,6.95e-05
197,1135.56,0.60434,0.24095,0.00461,0.8711,0.65534,0.77053,0.50751,1.50065,1.31944,0.01443,5.96e-05,5.96e-05,5.96e-05
198,1141.39,0.61664,0.30473,0.00683,0.88681,0.64104,0.77504,0.50912,1.5137,1.31227,0.01458,4.97e-05,4.97e-05,4.97e-05
199,1147.03,0.58433,0.24077,0.00459,0.87124,0.65616,0.77836,0.50947,1.5053,1.3166,0.01451,3.98e-05,3.98e-05,3.98e-05
200,1152.74,0.57852,0.23526,0.0045,0.86451,0.65455,0.77093,0.50729,1.50232,1.32656,0.01451,2.99e-05,2.99e-05,2.99e-05
